mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
OS06T0611150-00	602	138	1.2442	0.134542211859	0.414867335411506
OS08T0197800-01	2246	978	1.0045	0.0898734561843	0.845494262181953
OS10T0528651-00	822	822	1.332	0.122323128927	0.990544926150348
OS08T0537200-01	570	234	1.2042	0.118028371382	0.550842996996243
OS01T0913300-01	2313	1803	0.9031	0.0353064221341	0.999338778870254
OS05T0502500-01	1077	705	0.663	0.125857325721	0.925890315508608
OS04T0612301-00	297	12	1.0222	0.0837266125967	0.149625622667748
OS12T0573200-01	2923	2217	1.2913	0.126050445586	0.999986422659107
OS01T0665750-01	490	375	1.2212	0.171226526698	0.923286798887771
OS03T0205000-01	3114	2784	1.0353	0.109041034519	0.999999664211037
OS01T0862200-02	749	561	1.2038	0.119244181171	0.924092954618385
OS06T0174900-00	1452	1452	1.2488	0.192587068367	0.999924247194838
OS01T0581800-01	1658	984	0.9307	0.120966419575	0.973701561226761
OS04T0693000-02	1443	873	1.028	0.0553996491643	0.897390425706144
OS03T0376800-04	2970	1629	1.0404	0.0772315394461	0.994354245441623
OS08T0127300-01	613	102	0.8292	0.0643419878082	0.0948747140250318
OS01T0279200-02	1760	1320	1.0793	0.100159934645	0.997329157460764
OS05T0353300-00	1813	1467	1.1782	0.112735190332	0.999336688526513
OS02T0114200-01	1734	1503	1.1706	0.0843022048043	0.999329494714852
OS03T0822900-01	2937	2391	1.0174	0.0934700194422	0.999992483496532
OS08T0470200-01	1045	657	1.3098	0.11122495144	0.927499042316777
OS08T0390200-01	1473	1191	1.2884	0.130165156563	0.998067773621578
OS08T0159900-02	1374	153	0.6054	0.107389678943	0.0427968420997646
OS06T0360300-01	1139	876	1.2294	0.0854742630616	0.973846410654637
OS02T0266300-01	1860	1458	1.0383	0.119496569048	0.999191165372519
OS09T0494300-01	1315	738	1.0667	0.0908252375029	0.881034471097981
OS07T0546400-01	2009	1422	1.3002	0.140998033233	0.999157843053604
OS02T0721600-05	1761	1341	0.9482	0.0615881475696	0.995083403040101
OS11T0108933-00	1982	609	1.2608	0.0789813556401	0.338233996296548
OS01T0362400-01	611	258	0.9891	0.0758457850456	0.350242593722033
OS04T0643300-01	1897	1227	1.0716	0.102649322285	0.992349537605211
OS01T0729200-01	1588	285	0.5094	0.131826916523	0.100262484044315
OS11T0651166-00	392	0	0	0	0.0116369460764025
OS09T0427551-01	2997	948	1.3064	0.141138610727	0.695892589109697
OS03T0790551-00	2199	282	0.9989	0.0329740376798	0.00726270949226421
OS01T0678700-01	1173	885	1.148	0.113215956152	0.98223511457449
OS11T0582801-00	697	153	0.7825	0.0243713813614	0.0593167725668655
OS03T0168650-00	939	288	1.0277	0.0848614318763	0.27716259951606
OS03T0859300-02	1816	1152	1.161	0.0761953296665	0.983145807733001
OS05T0474800-01	2239	1719	1.2888	0.169294995678	0.999922129312213
OS10T0473800-01	1282	321	0.9138	0.0225313400305	0.0643819734442698
OS07T0176200-01	2760	2349	0.8695	0.112794616412	0.999994258558714
OS02T0565200-02	719	576	1.2754	0.0916164051225	0.907672737804308
OS11T0291900-01	424	363	0.9505	0.0725024379699	0.645630953053301
OS06T0131001-00	639	639	1.2042	0.145463765766	0.979272186537862
OS01T0669100-01	2801	2460	1.261	0.134420297992	0.999998782685603
OS04T0490400-01	1188	783	1.1285	0.12467587467	0.964901199974381
OS01T0107900-01	2381	1884	1.1018	0.132607594391	0.999937664428301
OS07T0181500-01	1817	642	1.2352	0.184143870378	0.855262330063146
OS03T0432100-01	2922	2391	1.0397	0.108211117367	0.999994483956684
OS10T0559200-01	1212	603	0.6719	0.135936987727	0.824043209756278
OS10T0129100-01	2247	588	0.7545	0.0266687384262	0.0552684845812392
OS05T0427200-01	1791	1236	1.2672	0.135878737651	0.997380977380727
OS01T0739200-01	1469	1026	0.9954	0.055004684149	0.965549973519285
OS08T0365900-02	1572	1080	1.0441	0.0818103176549	0.982705243282745
OS01T0839900-01	1001	744	1.1321	0.112835753828	0.962156390704802
OS08T0343000-02	2039	1737	1.0469	0.10338428749	0.999838134082957
OS08T0172300-01	884	174	0.9799	0.0248004927327	0.0549288685496318
OS05T0188100-01	626	270	1.1763	0.128640027741	0.628314894457546
OS02T0833500-02	2725	2265	1.3274	0.122550453901	0.999994135343967
OS01T0315700-01	626	267	1.077	0.0985044412241	0.472773355509248
OS02T0177633-00	997	702	1.3064	0.107418906281	0.951006780327233
OS07T0575500-00	1836	1836	1.3064	0.122676267168	0.999975041357455
OS03T0243100-01	1011	432	1.2634	0.160673827287	0.829064851725322
OS08T0113300-01	1236	639	0.9347	0.125389887754	0.863528184693242
OS01T0612350-01	5613	294	0.8208	-0.0161321745417	8.90116469334109e-07
OS01T0264600-00	1579	1578	1.2568	0.175827555986	0.999952086355828
OS05T0547100-01	1961	438	1.2322	0.159899367893	0.338728041276931
OS09T0392666-01	1070	141	0.6321	0.0880192303761	0.0576962717457262
OS11T0611100-00	797	540	1.2538	0.161433373644	0.951797672339603
OS01T0390300-01	1648	558	0.931	0.0466102888145	0.238832862782502
OS05T0430300-01	2745	1923	1.0564	0.0742479829719	0.999695362884395
OS04T0631200-02	1197	960	1.3064	0.119865503455	0.992115173876103
OS03T0158500-01	2861	2124	1.2405	0.122477079404	0.999971861054224
OS08T0152900-01	2305	1536	0.9088	0.058564192269	0.996090067938904
OS08T0523600-01	490	174	0.6147	0.0561856543132	0.153594979634525
OS01T0890100-00	925	648	0.8281	0.0580374580053	0.802519758569264
OS01T0859400-02	1311	780	0.6949	0.0647190404119	0.827448340671434
OS01T0622500-01	4827	216	0.7769	0.0719336436607	1.31785495358665e-05
OS11T0472500-02	1091	840	1.0914	0.0658390815226	0.951180782505011
OS07T0543600-00	1067	1053	1.261	0.115586716124	0.996969604689645
OS02T0714200-01	2184	1854	1.1931	0.0956787059422	0.999913254357379
OS12T0238550-00	446	153	1.2944	0.0698742619054	0.286046807276324
OS01T0274100-00	1236	1236	1.2568	0.145214834971	0.999395716276997
OS02T0609200-00	257	237	1.2898	0.116177369101	0.734770625190673
OS01T0888750-00	1641	288	1.1304	0.0713499181843	0.0593624232034758
OS03T0137500-02	450	81	0.6622	0.102803534628	0.177301919751908
OS04T0588350-00	1671	1671	1.3002	0.122116687804	0.999933114356461
OS04T0254300-01	6598	195	0.9661	0.0856771634734	2.49288573331495e-07
OS01T0878200-01	1065	543	1.1463	0.0996859011183	0.770553974179088
OS10T0158400-00	1240	1197	1.0769	0.105368025321	0.998032603839534
OS01T0231500-01	1808	1293	0.8786	0.0819987532171	0.993873513626874
OS09T0512900-03	983	621	1.1527	0.0948398437961	0.877901659619342
OS10T0378300-02	916	342	1.1439	0.139902523277	0.644420644950094
OS01T0243200-01	2917	1293	0.7064	0.0306866981305	0.804674633035767
OS03T0829000-03	999	681	1.0944	0.0944031414002	0.914425000690185
OS04T0582000-00	2400	2400	0.8888	0.0714957446845	0.999996797814186
OS06T0302650-00	619	405	1.328	0.134793342582	0.870066493167361
OS04T0480050-00	678	447	1.1922	0.146243895048	0.898435639159958
OS02T0200900-04	998	351	0.56	0.0357213692978	0.135465591353292
OS04T0227100-01	4629	375	0.8839	0.0821375112965	0.000103040179494725
OS09T0523050-00	479	297	0.9402	0.0915480089348	0.560256162882002
OS09T0376650-00	680	492	1.3064	0.158434521275	0.945901614923403
OS07T0616800-01	2770	2451	1.2952	0.105362821293	0.999998055180599
OS08T0300300-01	2694	2391	1.3421	0.103511965113	0.99999736544751
OS03T0818100-01	2040	1560	0.9579	0.0999755258409	0.999195435863094
OS05T0312000-01	4487	3924	0.8703	0.0748677871208	0.999999998502769
OS05T0391500-01	3621	2955	0.9141	0.0708483495769	0.999999412257673
OS01T0530341-00	708	708	0.5185	-0.0162782508573	0.700709102440085
OS11T0146000-01	563	441	0.8901	0.118043042685	0.837639970580624
OS01T0865600-01	3402	2715	0.9474	0.0795898212064	0.999997884820577
OS06T0724400-01	902	618	1.2018	0.0945248920136	0.898442549638087
OS01T0561500-01	2764	363	0.609	0.0419799106546	0.00303475495644206
OS09T0277100-00	365	0	0	0	0.0123977906088921
OS12T0446500-00	3329	3210	1.0583	0.105934548245	0.99999998284786
OS01T0742400-02	3612	3201	1.2787	0.124038648776	0.999999978364347
OS10T0159167-01	2013	468	0.8067	0.103628617484	0.129727809078069
OS02T0674233-00	699	315	1.1736	0.138963825834	0.710560017492924
OS02T0760500-01	988	489	1.2588	0.104734033203	0.757448841047994
OS10T0550500-01	1807	636	0.942	0.141470720262	0.678637128190044
OS06T0677300-01	2163	1452	0.8283	0.067355473487	0.994836245914753
OS09T0450700-01	913	267	0.6506	0.0645158239195	0.145918760516227
OS01T0871500-01	1791	1638	1.3464	0.139019754071	0.999916291898609
OS08T0254500-02	3220	1671	0.839	0.0731306792132	0.990701126850373
OS08T0290100-01	1954	1824	0.9325	0.103242781019	0.999928153511225
OS03T0275450-00	2808	513	0.8291	0.141867224209	0.0605598127282078
OS05T0469812-00	1891	315	1.2274	0.106024633949	0.0795545177920252
OS04T0580300-01	2227	1860	1.2488	0.136843997112	0.999957182444338
OS08T0180300-01	3843	3093	1.1434	0.0800307309123	0.999999779659375
OS01T0661700-01	1980	144	0.4753	0.00872556490455	0.00160062580577955
OS01T0730400-01	2084	204	1.0141	0.0882611790934	0.0130654304097668
OS10T0566300-01	1618	1338	0.7997	0.096648137489	0.997741275972282
OS08T0422200-00	691	432	0.9582	0.0448148844357	0.516734133169393
OS01T0752350-00	668	186	1.0027	0.0452616273006	0.134616255979608
OS07T0294100-00	2124	2124	1.128	0.0849947502617	0.999989670306432
OS06T0536100-00	1058	573	1.2172	0.175109933736	0.944644896703128
OS11T0588100-00	1377	1377	1.3082	0.126563819375	0.999653408021745
OS12T0544600-00	2003	1194	0.9975	0.0248540135563	0.949607457832277
OS06T0253350-00	979	195	1.3274	0.136490696773	0.341123292228715
OS06T0645400-01	4631	2550	0.9166	0.0660075899084	0.999801498057857
OS12T0180100-01	1912	1320	0.966	0.0586373044498	0.991371450258513
OS09T0572250-00	1849	291	1.1958	0.0979367442554	0.0620994129090072
OS01T0182300-01	742	516	1.2258	0.166914154524	0.951836234950036
OS03T0766100-01	574	405	1.1255	0.0986227767109	0.768603223132819
OS07T0437250-00	313	267	1.2542	0.0835405765786	0.631837052184475
OS11T0576400-00	1467	1467	0.9909	0.0863125458661	0.999454152023216
OS04T0626700-01	2096	780	0.968	0.0800652140883	0.554534737150053
OS02T0246500-00	1059	1059	1.1222	0.121884799808	0.997114027029805
OS05T0326675-00	732	732	1.0434	0.0835723367664	0.960486848609937
OS02T0807100-01	3079	1143	0.8284	0.0672803514723	0.63038599978969
OS12T0131200-00	1575	1428	0.7535	0.0572769303759	0.998008272915799
OS06T0725100-01	1589	1146	1.2602	0.121978933873	0.995651641065613
OS08T0528800-01	2034	1617	0.8239	0.0852459563687	0.999278011037408
OS01T0333600-00	2172	2172	1.2328	0.127238156035	0.999996577570455
OS02T0609800-00	849	849	1.029	0.0867044202053	0.980535963193294
OS03T0650000-01	1257	561	0.8183	0.0827068422025	0.577007172907571
OS03T0116850-01	966	222	1.0626	0.101748309249	0.223519374289936
OS09T0573200-01	2147	1851	0.9412	0.0624167785166	0.999818137965416
OS05T0188600-01	3811	2019	1.0784	0.0928764120761	0.998768275918935
OS04T0245000-00	3816	3786	1.0714	0.0440842367517	0.999999998658641
OS01T0142800-02	3089	1725	1.2882	0.131871998647	0.998939811661628
OS07T0522500-01	1686	1419	0.9175	0.0755823196479	0.998246594613231
OS02T0187400-01	2293	2112	1.2286	0.106611244858	0.999989288897986
OS07T0116900-01	3040	822	0.6346	0.0443571499034	0.0693973342094495
OS06T0264300-01	1629	1242	1.1592	0.174708440226	0.999036801839653
OS05T0517600-00	438	438	1.2652	0.188241853324	0.969655669532938
OS04T0217600-01	2661	126	0.6957	-0.0129773116529	0.000231377847714325
OS10T0336600-01	535	66	1.2115	0.0844442977425	0.158399639700334
OS03T0353333-00	375	237	1.2848	0.115593644953	0.673525692860692
OS08T0238600-01	980	522	0.9603	0.0987149452255	0.741151930076599
OS12T0166300-00	714	714	1.139	0.11182354091	0.974873654628453
OS07T0639800-02	1058	738	1.1344	0.110285741531	0.95298577849051
OS09T0452900-01	1687	1182	0.9816	0.0759548325132	0.988465648565468
OS04T0563050-00	2258	318	0.6544	0.0517119268037	0.0085288490919376
OS05T0338900-00	1045	618	1.3274	0.161185720637	0.956958854184476
OS12T0152800-03	1575	720	0.9003	0.0521710497533	0.603238235103317
OS08T0283300-00	793	789	0.8481	0.0039236389712	0.877412665543095
OS03T0197175-00	1188	819	1.2708	0.122795342264	0.9761015952744
OS02T0614250-00	441	441	0.997	0.158454264236	0.938383609192631
OS03T0315800-01	1416	1062	1.0343	0.0815472032917	0.985910440733735
OS04T0672900-02	1573	1347	1.0873	0.121492173159	0.999055107591017
OS10T0571200-01	3647	1713	1.1895	0.106466650694	0.992586172537123
OS03T0288300-01	2233	1611	0.9595	0.10568900491	0.999244130558676
OS08T0198900-01	3456	2565	0.7851	0.0675976511866	0.999988163392607
OS03T0831900-01	1193	609	1.1969	0.126935044686	0.87731496693552
OS01T0208600-03	645	114	1.0502	0.0339543674005	0.0723504056098585
OS07T0118800-01	1502	1314	1.286	0.129052597794	0.999233146141073
OS08T0342400-02	3589	2766	1.0627	0.0879074256785	0.999998312922174
OS03T0836200-03	2596	618	1.1236	0.122020651564	0.191332739449729
OS09T0540900-01	1936	1518	1.0042	0.100627996723	0.999157595183772
OS02T0181400-00	1238	867	1.1009	0.0732791610184	0.951665738272905
OS03T0699800-01	602	315	1.1762	0.133891159884	0.7395500031006
OS01T0531500-02	1014	732	1.1767	0.116990814679	0.961514732068776
OS03T0100850-00	2739	345	0.8293	0.0645498433064	0.00500047406365396
OS10T0574500-00	1878	1545	1.1274	0.100785679298	0.999476863008203
OS07T0153300-01	2881	630	1.1267	0.0586255415613	0.0428837534081558
OS01T0232550-00	729	573	1.2448	0.0954533615986	0.906768102384001
OS02T0543200-01	1786	1482	1.3098	0.141422474034	0.999702450780475
OS01T0870400-00	2475	2475	1.1749	0.11188463926	0.999999209177514
OS03T0101300-01	2043	1560	1.331	0.121668744352	0.999603923792239
OS10T0122500-00	1269	1269	1.2768	0.127245124818	0.99933468972253
OS07T0640000-01	1638	1059	1.0923	0.0913546721044	0.980510729195258
OS08T0104100-03	977	543	1.081	0.0707925225458	0.703448699329263
OS07T0292100-00	411	411	1.3026	0.112590320234	0.884934480969769
OS01T0875150-00	970	417	1.3064	0.146585331742	0.794132128894131
OS02T0480900-02	1062	282	0.6886	-0.0159266109984	0.0340863565665813
OS05T0513450-00	821	357	1.1289	0.0973229001738	0.54946865753166
OS03T0596800-01	1412	573	0.6258	0.0647590025661	0.390778078257588
OS04T0184500-00	540	540	1.2363	0.109513981393	0.93612720957474
OS02T0190900-01	589	366	1.1911	0.117801730174	0.774307267220775
OS04T0555700-01	777	420	1.2748	0.146893968162	0.859267163436705
OS02T0668900-00	1116	1116	1.2788	0.11671375318	0.998045308779397
OS08T0520500-01	608	153	0.3923	0.00933948129824	0.040313723728908
OS02T0640300-01	1304	1002	1.1392	0.164344621749	0.996080979197125
OS04T0635000-01	556	294	1.2358	0.214206936721	0.917920710453932
OS11T0129500-01	888	486	1.288	0.0381553537511	0.558292496652815
OS01T0643825-00	1221	288	0.8474	0.0169672394052	0.0492319137556456
OS05T0534600-01	3041	2130	1.0992	0.0844555021195	0.999910133496466
OS03T0713600-01	1506	855	1.0787	0.138580204594	0.96598568410847
OS12T0460400-00	696	696	1.261	0.136415816374	0.983494295649063
OS09T0520700-02	1051	693	1.0986	0.106185245511	0.927629704321643
OS02T0682200-01	1133	753	1.0132	0.12924530466	0.959656240525297
OS12T0424700-00	1085	984	1.2078	0.117947392277	0.99437684570674
OS02T0614600-02	1479	1179	1.047	0.111225159551	0.996264589523173
OS06T0652100-00	2052	1926	1.2993	0.12464863238	0.999980708500045
OS08T0431100-03	1478	660	0.8098	0.0935708411777	0.686109211275552
OS06T0149100-01	1589	597	1.0559	0.125482971145	0.684221522476126
OS12T0637400-01	834	408	1.2516	0.125690130617	0.76658138539378
OS04T0499800-01	3248	396	0.8957	0.05049899719	0.00190581386399478
OS07T0614500-03	626	225	1.2738	0.10064808053	0.440838451554796
OS02T0125800-01	1371	870	0.8395	0.0768515408899	0.924827449969627
OS11T0683500-02	3006	1944	1.0213	0.0813306017643	0.999564762740728
OS05T0279400-02	3136	2562	0.993	0.0919986424776	0.999996918074521
OS05T0285900-01	1162	189	0.9289	-0.0340436997336	0.0116642326780342
OS10T0164500-00	1602	1524	1.0943	0.0897123118996	0.99959705220611
OS02T0601100-01	592	339	0.9816	0.155489418223	0.811150203660308
OS01T0533000-00	1944	1830	0.8404	0.0518649996267	0.999824300652035
OS02T0638000-01	1289	942	1.0808	0.0992140126968	0.980262989955787
OS01T0600200-01	2214	1524	1.0019	0.0539550585175	0.996542698546347
OS08T0458200-01	1021	699	0.7249	0.169021018435	0.967932109851866
OS04T0641200-01	3234	2916	1.3098	0.125323987804	0.999999911843367
OS12T0110951-01	544	252	0.8224	0.0815055122514	0.362473734933979
OS08T0480200-01	1430	1014	1.2736	0.131833938251	0.992630383960244
OS04T0689700-01	1464	615	1.099	0.107756075705	0.72185707401913
OS01T0384300-00	2231	1923	1.3241	0.118097113828	0.999966912802151
OS03T0849700-01	3321	2055	0.8789	0.0637240714044	0.999432720426141
OS03T0131200-02	1763	1479	1.2442	0.0818685021224	0.999146873702781
OS04T0346900-00	1280	525	0.9058	0.0497580419674	0.37123110172726
OS03T0218200-01	1213	654	0.5624	0.073061335392	0.685992294907412
OS05T0556900-02	311	45	1.0844	0.0254530170902	0.0799956038954887
OS06T0663000-00	1767	1767	1.2568	0.121975487178	0.999960324026222
OS03T0823900-00	1910	516	1.1035	0.0953538708491	0.243883705667499
OS09T0423700-01	752	453	0.638	0.0784610584442	0.593606651016043
OS01T0103650-00	934	216	0.567	0.0733132578285	0.103060078981743
OS03T0812300-01	709	267	0.591	0.0494421156525	0.16846829715313
OS11T0208100-01	1900	1311	0.9141	0.0804731103259	0.99347542471446
OS01T0779400-01	4259	3642	1.063	0.0803841146087	0.999999993190724
OS01T0675100-01	770	489	1.3142	0.139106052946	0.908706488276479
OS05T0510800-01	2560	2067	1.2535	0.101747084521	0.999968895659448
OS03T0107800-01	603	99	1.0454	-0.0398701037152	0.0208726588602126
OS09T0268700-00	1671	1671	1.2159	0.122095077415	0.999927690590365
OS06T0137700-01	1574	1128	1.3248	0.127888167767	0.99585465093372
OS09T0293500-01	4284	3645	1.172	0.125211669271	0.999999997048699
OS12T0188900-01	2188	1116	1.0263	0.0810426210777	0.94506148383678
OS10T0198333-01	1693	351	1.0012	0.0652300724466	0.069763437040294
OS01T0899500-01	1488	333	0.8593	-0.0016137476715	0.0284304943869361
OS05T0496200-03	890	546	1.059	0.15011971225	0.919675587625235
OS05T0242000-01	1519	1335	1.2292	0.126002033192	0.999254532225452
OS02T0278400-01	3686	1581	1.1849	0.109407897806	0.977266023980957
OS08T0519501-01	898	105	0.8621	0.0420968325273	0.0369922512070223
OS05T0188600-02	1810	1734	1.0432	0.0926961712111	0.999883841730993
OS04T0609400-00	1413	411	1.2848	0.164430839213	0.630758119968989
OS12T0104700-01	1623	1368	1.2935	0.0738511744341	0.9983234692169
OS02T0689700-02	496	114	1.2932	0.0597123780824	0.177836927849361
OS06T0575400-01	2671	2409	0.7978	0.0626630082853	0.999992840205156
OS02T0642850-01	2826	219	0.6591	-0.0167699960127	0.000305262452697691
OS12T0472900-00	369	369	1.242	0.199312218542	0.961851037191572
OS05T0420750-00	1832	327	0.8901	-0.00129167355501	0.0125696333201211
OS02T0647950-00	1466	471	0.7247	0.152186795069	0.54462815297004
OS06T0226050-00	438	438	1.0961	0.0733944147504	0.791700458998551
OS03T0271200-01	3069	2454	0.9938	0.08557264476	0.999992845072526
OS02T0803400-02	1444	180	0.8085	0.0242708840778	0.0134913632309705
OS02T0751800-01	1549	999	0.8602	0.0821562696963	0.963117393621114
OS03T0103033-00	1643	861	1.1826	0.128537786199	0.952289759227515
OS01T0778800-01	3257	2922	0.8941	0.0745513361389	0.999999689150765
OS01T0160150-00	1913	465	1.3064	0.104802148843	0.229605194183932
OS09T0544800-01	2365	1686	1.1847	0.118511490729	0.999636849484737
OS09T0567500-02	1693	1335	1.3134	0.10907472396	0.998606145569512
OS09T0521400-01	1760	1431	1.1402	0.102423666456	0.999026904113215
OS04T0281900-01	977	630	1.3526	0.127605381397	0.9431225800961
OS06T0199200-01	2400	1596	0.9819	0.0743781725391	0.997869261446475
OS05T0359833-00	777	777	1.161	0.14148590496	0.98963486905689
OS06T0549950-00	1300	387	1.2884	0.160054342354	0.630351339306401
OS07T0495000-01	1459	930	0.9342	0.0789107223845	0.948768386991532
OS09T0299000-01	2703	420	1.0442	0.113532517484	0.0279488895271004
OS07T0573600-01	713	396	0.7915	0.130135540265	0.736944414555005
OS02T0574800-01	739	552	1.2516	0.168104592418	0.965521347480317
OS01T0702500-01	760	465	1.1732	0.182621046635	0.939429967635209
OS01T0700000-02	1372	783	1.2382	0.169493815875	0.97698022196234
OS08T0562100-02	1575	1302	0.9132	0.0812964928396	0.996783578854008
OS02T0125300-01	1191	750	1.3088	0.107316579078	0.947944221286352
OS01T0940800-01	1244	999	1.2993	0.142229300274	0.995605686628782
OS06T0272700-00	1260	1236	1.237	0.138686747374	0.999271271413402
OS04T0692100-01	1126	741	1.0423	0.0860574031979	0.914617523396412
OS08T0346400-02	1175	741	1.033	0.0619062301402	0.861936924514909
OS01T0694200-01	2211	1383	1.0158	0.0922839143958	0.994393766729484
OS01T0224500-01	832	657	1.0351	0.101586898718	0.933149221616475
OS03T0735900-00	1597	1596	1.3064	0.108356838488	0.99986874331131
OS02T0588500-02	2823	2250	1.0538	0.0938265766966	0.999982347442137
OS08T0162650-00	1076	192	1.2778	0.124388035559	0.237401084969557
OS01T0805900-01	1636	1344	1.1867	0.12716097528	0.999068763156947
OS06T0566500-02	958	591	1.2692	0.130218909037	0.924111001548332
OS06T0527100-01	2701	2085	0.7026	0.0593403827439	0.999871074667137
OS02T0507400-02	1209	561	1.0718	0.105022674758	0.739097830780573
OS02T0565200-01	839	576	1.2754	0.0916164051225	0.8808643325129
OS02T0622300-00	615	405	1.2562	0.128149692514	0.849513049277524
OS10T0197000-00	2097	2097	1.1309	0.107131449125	0.999991745322415
OS12T0567500-00	2925	2925	1.2353	0.122463048398	0.999999955791031
OS10T0435400-01	3515	1068	1.1785	0.0782762934384	0.352234240491941
OS02T0116600-01	1324	711	1.062	0.13973551914	0.930480801769298
OS03T0556600-01	2794	2607	1.1724	0.120888574317	0.999999513008619
OS09T0538800-01	2302	1620	1.1105	0.0945846377033	0.999129494618367
OS07T0626200-01	3118	2379	1.2356	0.131829760052	0.999994602752831
OS01T0864300-01	980	726	1.2848	0.116738503123	0.965927547724403
OS05T0118700-00	861	861	1.3022	0.175739238947	0.99689466120362
OS01T0968400-00	1181	1026	1.3424	0.0886188146299	0.992710441448171
OS01T0330200-00	1427	1074	1.2672	0.143681310527	0.996327324404995
OS02T0217425-00	1474	495	1.2042	0.137542332074	0.633650621682552
OS07T0562800-02	3295	2823	1.0087	0.0873997672711	0.999999444100708
OS11T0138900-01	1402	1071	1.3274	0.128759975605	0.995665319310608
OS03T0268200-05	1007	351	1.0503	0.123875936572	0.52280907391589
OS02T0645725-00	583	126	1.286	0.0215150354496	0.0909954839530215
OS08T0499200-01	2804	2253	0.979	0.0954375169972	0.999982846863625
OS11T0244100-00	1501	1437	1.2884	0.147850544752	0.999799704955191
OS01T0501700-01	1397	1080	0.9231	0.0978184682983	0.990234386212083
OS04T0432400-02	938	582	1.2672	0.125367036374	0.915871364032644
OS12T0191901-00	362	33	0.6801	-0.0799932179508	0.00779334308003191
OS09T0406200-00	797	405	1.1548	0.15344389139	0.837531511259503
OS06T0244100-02	1531	1392	0.9748	0.0765785240796	0.998585266207504
OS02T0537775-00	1226	612	1.1111	0.155020661203	0.91029836421071
OS05T0141350-00	951	303	1.3274	0.165281761099	0.688807261561038
OS07T0493850-01	691	213	0.9452	-0.00858787383262	0.0647254177154016
OS01T0594300-01	1985	1713	1.2902	0.137126535049	0.99992228795216
OS12T0110150-00	984	246	0.9908	0.0730021490827	0.16112006328722
OS06T0295366-01	4165	387	0.7446	0.0487902056584	0.000169779256789427
OS03T0130900-01	2202	1146	0.9709	0.0981346156228	0.964503218814624
OS03T0231800-03	1273	699	0.9681	0.0686498924795	0.787209291857243
OS05T0169700-00	1392	1392	1.2388	0.173484319046	0.999848927941148
OS08T0481800-01	978	639	1.1027	0.0794692791013	0.860930486054279
OS12T0221400-01	745	225	1.0079	-0.0385098679428	0.0408453030137423
OS06T0610600-01	546	282	0.9303	0.105300373999	0.546487614034054
OS04T0127600-00	725	630	0.8647	0.0431128199845	0.818406642871004
OS02T0599200-01	1612	1338	1.3015	0.104087802876	0.998764099577191
OS04T0371200-00	1302	1302	0.7529	0.0409998133772	0.996106025850065
OS06T0510200-01	1391	705	0.8043	0.133836840508	0.885634239282998
OS09T0382120-00	2140	1164	0.7975	0.0666776497021	0.947738411647755
OS11T0246600-00	1329	1329	1.0676	0.102061225111	0.999126535348065
OS03T0645250-00	2044	261	1.3064	0.121205359206	0.0509843295789415
OS06T0308300-02	1719	1440	1.125	0.108136908595	0.999246388246429
OS09T0244200-01	1945	567	1.0378	0.163142407238	0.577080468936215
OS07T0496600-00	720	222	0.7365	0.11618845769	0.328872411757912
OS08T0510400-01	997	855	0.9715	0.113721780257	0.982518903785545
OS03T0791300-00	586	402	1.2848	0.173671600077	0.929786568120501
OS01T0159000-01	1264	546	1.3244	0.1106122885	0.753143581658911
OS03T0143851-01	905	612	0.8443	0.0925797353446	0.853316367232836
OS11T0256400-01	1778	1011	0.5845	0.0452206199249	0.873176116659945
OS03T0814800-00	438	438	0.7191	0.0789590769366	0.747206850821541
OS08T0485900-01	1446	975	1.0297	0.115585323029	0.982694830827106
OS09T0131400-01	4642	309	1.028	0.113008912347	0.000112446895781932
OS12T0555600-01	4122	3648	1.2568	0.110797873582	0.999999997677903
OS01T0719100-04	1841	909	0.9235	0.0748159892768	0.85299400547427
OS07T0571300-01	796	396	0.6934	0.11519312153	0.619168610007313
OS01T0214600-01	1412	1050	1.1547	0.131331541896	0.994088065458733
OS05T0178900-02	1814	1305	1.0135	0.125120957142	0.997621681898695
OS02T0284800-01	687	387	1.2884	0.150078227395	0.860288113969227
OS10T0556100-02	1290	861	1.2187	0.126787804801	0.978854940366128
OS01T0534700-00	3321	3321	1.0082	0.0782297178591	0.999999988653564
OS12T0151750-00	594	594	1.2904	0.197567647808	0.989700685928192
OS04T0531600-01	2366	414	1.31	0.159380945227	0.146047019062004
OS11T0176300-01	1841	1077	0.6658	0.0538154581109	0.927384082982284
OS08T0299000-02	1434	897	1.0243	0.0875930546468	0.949686192746541
OS01T0952900-01	1016	657	1.2272	0.181441172134	0.976983322174772
OS08T0269700-01	663	411	1.2021	0.168878047242	0.910226638061569
OS06T0116500-01	3025	1101	0.8821	0.0874166192141	0.670572019473459
OS11T0460900-00	611	552	1.089	0.180069046811	0.975686967007643
OS11T0574233-00	637	390	0.8712	0.0416981607635	0.429173196412347
OS12T0542601-01	2331	267	0.4082	0.0427774847234	0.0032356943878327
OS02T0528100-01	905	525	1.2244	0.185697920391	0.952237477442364
OS01T0977100-00	933	906	1.2435	0.122869524814	0.993370557277778
OS11T0412484-01	638	267	0.9107	0.0892235822908	0.389343839094683
OS03T0206600-01	947	537	0.9348	0.098415727124	0.773036228458454
OS10T0488850-00	1702	333	1.2542	0.122004744709	0.174823089197416
